date,Q,H
26/10/2014,-331.05408730876457,-43.02860238022283
27/10/2014,-388.95017460200097,-50.82386693754489
28/10/2014,-435.59914209515506,-57.16710330759697
29/10/2014,-480.7778338822619,-63.35565077148925
30/10/2014,-522.3824363189507,-69.11094632022186
31/10/2014,-551.3254388094888,-73.16082357578196
1/11/2014,-556.6901763008647,-74.00435214699756
2/11/2014,-526.7499257448713,-70.07752844772398
3/11/2014,-454.41097064148886,-60.41050446404792
4/11/2014,-336.11689637655604,-44.64466363442381
5/11/2014,-179.59246983818286,-23.883947077884017
6/11/2014,5.746047085631915,0.5638441749954106
7/11/2014,207.50648733484945,26.988324632757227
8/11/2014,402.9403839501611,52.439600696209794
9/11/2014,556.7844443638174,72.4489847872426
10/11/2014,643.4200265364076,83.9296629436605
11/11/2014,667.1479577430513,87.35585979482993
12/11/2014,639.2900276999684,84.16220567322132
13/11/2014,573.966483890213,76.1234938404752
14/11/2014,486.09209903594694,65.05905923478831
15/11/2014,390.8826632726609,52.85093714110679
16/11/2014,300.4934097763098,41.14447767125776
17/11/2014,221.1329597058491,30.744104736910842
18/11/2014,152.88188815761865,21.691700846229065
19/11/2014,90.48345770040379,13.42520039364368
20/11/2014,28.790299460923944,5.354514156862516
21/11/2014,-31.829933137848826,-2.487553136508065
22/11/2014,-90.69355946942143,-10.080260289181403
23/11/2014,-142.03595309109625,-16.766916642165512
24/11/2014,-179.8718083930686,-21.790153882209015
25/11/2014,-200.61260755412863,-24.735564614940827
26/11/2014,-205.6820541099765,-25.81086956635853
27/11/2014,-202.13033816899218,-25.977782250111225
28/11/2014,-196.26491559906967,-26.011262837391
29/11/2014,-193.43569924307295,-26.55446456076126
30/11/2014,-196.51641430471219,-27.88512565639307
1/12/2014,-197.79745827998372,-28.744394154441387
2/12/2014,-187.03276862315852,-27.532031219761162
3/12/2014,-160.40216592711988,-23.669499295979964
4/12/2014,-124.42815191999824,-18.245729193002028
5/12/2014,-86.8130833675598,-12.461937560236068
6/12/2014,-52.250766618279044,-7.085674399642844
7/12/2014,-24.687407957266526,-2.7960413300780034
8/12/2014,-5.899457477106932,0.07616947873291124
9/12/2014,5.341669133501188,1.6992073671308805
10/12/2014,8.07653493788887,1.943727879653771
11/12/2014,6.221107430736449,1.3917762541625789
12/12/2014,3.738580105752199,0.6997608201209813
13/12/2014,5.535930743999984,0.7845113382641484
14/12/2014,15.48800040589925,2.2238719963039753
15/12/2014,33.48223306644243,5.031202930922326
16/12/2014,55.86703504443232,8.633696649908945
17/12/2014,71.97980111430782,11.41994803711658
18/12/2014,76.92551654258976,12.558956280836092
19/12/2014,69.7313172313992,11.781976075676067
20/12/2014,49.24042401451952,8.82119119317119
21/12/2014,15.750061166685843,3.7275625217161936
22/12/2014,-28.32387236469961,-3.1033798349335124
23/12/2014,-79.95400388476739,-11.16040327803706
